code,name,description,refreshed_at,from_date,to_date
VSEC,"VSE Corp. (VSEC) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for VSE Corporation (VSEC). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",2018-03-27 21:46:06,1995-08-18,2018-03-27
VSH,"Vishay Intertechnology Inc. (VSH) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Vishay Intertechnology, Inc. (VSH). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",2018-03-27 21:46:06,1988-01-04,2018-03-27
VSI,"Vitamin Shoppe (VSI) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Vitamin Shoppe, Inc (VSI). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",2018-03-27 21:46:06,2009-10-28,2018-03-27
VSTM,"Verastem Inc. (VSTM) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Verastem, Inc. (VSTM). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",2018-03-27 21:46:06,2012-01-27,2018-03-27
VTG,"Vantage Drilling Co (VTG) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Vantage Drilling Company (VTG). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",2017-04-26 15:13:11,2007-06-08,2015-09-11
VTL,"Vital Therapies Inc (VTL) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Vital Therapies, Inc. (VTL). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",2018-03-27 21:46:09,2014-04-17,2018-03-27
VTNR,"Vertex Energy Inc (VTNR) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Vertex Energy, Inc (VTNR). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",2018-03-27 21:46:09,1997-01-02,2018-03-27
VTR,"Ventas Inc. (VTR) Prices, Dividends, Splits and Trading Volume","End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Ventas, Inc. (VTR). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (www.crsp.com/products/documentation/crsp-calculations)

This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.

This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: connect@quandl.com
",2018-03-27 21:46:12,1997-05-05,2018-03-27
VTSS,"Vitesse Semiconductor Corporation (VTSS) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Vitesse Semiconductor Corporation (VTSS). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",2017-04-26 15:12:34,1991-12-11,2015-04-27
VVC,"Vectren Corp (VVC) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Vectren Corporation (VVC). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",2018-03-27 21:46:06,1987-11-05,2018-03-27
VVI,"Viad Corp (VVI) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Viad Corp (VVI). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",2018-03-27 21:46:06,2004-08-12,2018-03-27
VVTV,"ValueVision Media, Inc. (VVTV) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for ValueVision Media, Inc. (VVTV). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",2014-11-19 22:05:50,1993-04-29,2014-11-19
VVUS,"VIVUS Inc. (VVUS) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for VIVUS, Inc. (VVUS). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",2018-03-27 21:46:06,1994-04-07,2018-03-27
VZ,"Verizon Communications Inc (VZ) Prices, Dividends, Splits and Trading Volume","End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Verizon Communications Inc. (VZ). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (www.crsp.com/products/documentation/crsp-calculations)

This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.

This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: connect@quandl.com
",2018-03-27 21:46:12,1983-11-21,2018-03-27
WAB,"Westinghouse Air Brake Technologies Corp. (WAB) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Westinghouse Air Brake Technologies Corporation (WAB). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",2018-03-27 21:46:06,1995-06-16,2018-03-27
WABC,"WestAmerica Bancorporation (WABC) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Westamerica Bancorporation (WABC). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",2018-03-27 21:46:06,1992-03-17,2018-03-27
WAC,"Walter Investment Management Corp (WAC) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Walter Investment Management Corp. (WAC). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",2018-02-09 22:47:37,1998-03-24,2018-02-09
WAFD,"Washington Federal Inc. (WAFD) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Washington Federal, Inc. (WAFD). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",2018-03-27 21:46:06,1990-03-26,2018-03-27
WAG,"Walgreen Co. (WAG) Prices, Dividends, Splits and Trading Volume","End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Walgreen Co. (WAG). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (www.crsp.com/products/documentation/crsp-calculations)

This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.

This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: connect@quandl.com
",2014-12-30 23:13:52,1985-07-01,2014-12-30
WAGE,"WageWorks Inc (WAGE) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for WageWorks, Inc. (WAGE). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",2018-03-27 21:46:06,2012-05-11,2018-03-27
WAIR,"Wesco Aircraft Holdings (WAIR) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Wesco Aircraft Holdings, Inc. (WAIR). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",2018-03-27 21:46:06,2011-07-28,2018-03-27
WAL,"Western Alliance Bancorp (WAL) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Western Alliance Bancorporation (WAL). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",2018-03-27 21:46:06,2005-07-01,2018-03-27
WASH,"Washington Trust Bancorp Inc. (WASH) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Washington Trust Bancorp, Inc. (WASH). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",2018-03-27 21:46:06,1995-08-18,2018-03-27
WAT,"Waters Corp. (WAT) Prices, Dividends, Splits and Trading Volume","End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Waters Corporation (WAT). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (www.crsp.com/products/documentation/crsp-calculations)

This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.

This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: connect@quandl.com
",2018-03-27 21:46:12,1995-11-17,2018-03-27
WBA,"Walgreens Boots Alliance Inc (WBA) Prices, Dividends, Splits and Trading Volume",This dataset has no description.,2018-03-27 21:46:12,1985-07-01,2018-03-27
WBC,"WABCO Holdings (WBC) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Wabco Holdings Inc. (WBC). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",2018-03-27 21:46:06,2007-08-01,2018-03-27
WBCO,"Washington Banking Company (WBCO) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Washington Banking Company (WBCO). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",2014-05-01 11:56:31,1998-06-23,2014-04-30
WBMD,"WebMD Health Corp (WBMD) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for WebMD Health Corp (WBMD). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",2017-09-15 21:48:45,2005-09-29,2017-09-15
WBS,"Webster Financial Corp (Waterbury Conn) (WBS) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Webster Financial Corporation (WBS). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",2018-03-27 21:46:06,1986-12-12,2018-03-27
WCC,"Wesco International Inc. (WCC) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for WESCO International, Inc. (WCC). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",2018-03-27 21:46:06,1999-05-12,2018-03-27
WCG,"WellCare Health Plans Inc. (WCG) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for WellCare Health Plans, Inc. (WCG). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",2018-03-27 21:46:06,2004-07-01,2018-03-27
WCIC,"WCI Communities (WCIC) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for WCI Communities, Inc. (WCIC). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",2017-04-26 15:12:39,2013-07-25,2017-02-10
WCN,"Waste Connections Inc. (WCN) Prices, Dividends, Splits and Trading Volume","<p>End of day open, high, low, close and volume, dividends and splits, and split/dividend adjusted open, high, low close and volume for Waste Connections, Inc. (WCN). Ex-Dividend is non-zero on ex-dividend dates. Split Ratio is 1 on non-split dates. Adjusted prices are calculated per CRSP (<a href=""http://www.crsp.com/products/documentation/crsp-calculations"" rel=""nofollow"" target=""blank"">www.crsp.com/products/documentation/crsp-calculations</a>)</p>

<p>This data is in the public domain. You may copy, distribute, disseminate or include the data in other products for commercial and/or noncommercial purposes.</p>

<p>This data is part of Quandl's Wiki initiative to get financial data permanently into the public domain. Quandl relies on users like you to flag errors and provide data where data is wrong or missing. Get involved: <a href=""mailto:connect@quandl.com"" rel=""nofollow"" target=""blank"">connect@quandl.com</a>
</p>
",2018-03-27 21:46:06,1998-05-22,2018-03-27
